"ulb","applicationno","applicationstatus","connectionno","createddate","lastmodifieddate","applicationtype"
"Aska","WS_AP/ASK/2021-22/2171057","CONNECTION_ACTIVATED","WS/ASK/2170345","2021-12-27","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171209","CONNECTION_ACTIVATED","WS/ASK/2170344","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171211","CONNECTION_ACTIVATED","WS/ASK/2170343","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171214","CONNECTION_ACTIVATED","WS/ASK/2170342","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171221","CONNECTION_ACTIVATED","WS/ASK/2170341","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171224","CONNECTION_ACTIVATED","WS/ASK/2170340","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171228","CONNECTION_ACTIVATED","WS/ASK/2170339","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171243","CONNECTION_ACTIVATED","WS/ASK/2170338","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171247","CONNECTION_ACTIVATED","WS/ASK/2170337","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171249","CONNECTION_ACTIVATED","WS/ASK/2170336","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171252","CONNECTION_ACTIVATED","WS/ASK/2170335","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170734","CONNECTION_ACTIVATED","WS/ASK/2170553","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170736","CONNECTION_ACTIVATED","WS/ASK/2170552","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170885","CONNECTION_ACTIVATED","WS/ASK/2170551","2021-12-21","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170859","CONNECTION_ACTIVATED","WS/ASK/2170550","2021-12-21","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170844","CONNECTION_ACTIVATED","WS/ASK/2170549","2021-12-21","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170831","CONNECTION_ACTIVATED","WS/ASK/2170548","2021-12-21","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170676","CONNECTION_ACTIVATED","WS/ASK/2170547","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170712","CONNECTION_ACTIVATED","WS/ASK/2170546","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170711","CONNECTION_ACTIVATED","WS/ASK/2170545","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170675","CONNECTION_ACTIVATED","WS/ASK/2170544","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170704","CONNECTION_ACTIVATED","WS/ASK/2170543","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170700","CONNECTION_ACTIVATED","WS/ASK/2170542","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170686","CONNECTION_ACTIVATED","WS/ASK/2170541","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170678","CONNECTION_ACTIVATED","WS/ASK/2170540","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170673","CONNECTION_ACTIVATED","WS/ASK/2170539","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170635","CONNECTION_ACTIVATED","WS/ASK/2170538","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170617","CONNECTION_ACTIVATED","WS/ASK/2170537","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170608","CONNECTION_ACTIVATED","WS/ASK/2170536","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170606","CONNECTION_ACTIVATED","WS/ASK/2170535","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170597","CONNECTION_ACTIVATED","WS/ASK/2170534","2021-12-20","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170554","CONNECTION_ACTIVATED","WS/ASK/2170533","2021-12-18","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170549","CONNECTION_ACTIVATED","WS/ASK/2170532","2021-12-18","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170537","CONNECTION_ACTIVATED","WS/ASK/2170531","2021-12-18","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170533","CONNECTION_ACTIVATED","WS/ASK/2170530","2021-12-18","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170530","CONNECTION_ACTIVATED","WS/ASK/2170529","2021-12-18","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170526","CONNECTION_ACTIVATED","WS/ASK/2170528","2021-12-18","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170523","CONNECTION_ACTIVATED","WS/ASK/2170527","2021-12-18","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170516","CONNECTION_ACTIVATED","WS/ASK/2170526","2021-12-18","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170507","CONNECTION_ACTIVATED","WS/ASK/2170525","2021-12-18","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170501","CONNECTION_ACTIVATED","WS/ASK/2170524","2021-12-18","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170254","CONNECTION_ACTIVATED","WS/ASK/2170523","2021-12-15","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170294","CONNECTION_ACTIVATED","WS/ASK/2170522","2021-12-15","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170293","CONNECTION_ACTIVATED","WS/ASK/2170521","2021-12-15","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170277","CONNECTION_ACTIVATED","WS/ASK/2170520","2021-12-15","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170275","CONNECTION_ACTIVATED","WS/ASK/2170519","2021-12-15","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170266","CONNECTION_ACTIVATED","WS/ASK/2170518","2021-12-15","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170239","CONNECTION_ACTIVATED","WS/ASK/2170517","2021-12-15","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2170237","CONNECTION_ACTIVATED","WS/ASK/2170516","2021-12-15","2022-01-02","New Connection"
"Aska","WS_AP/ASK/2021-22/2171254","CONNECTION_ACTIVATED","WS/ASK/2170334","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171259","CONNECTION_ACTIVATED","WS/ASK/2170333","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171260","CONNECTION_ACTIVATED","WS/ASK/2170332","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171263","CONNECTION_ACTIVATED","WS/ASK/2170331","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171267","CONNECTION_ACTIVATED","WS/ASK/2170330","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171269","CONNECTION_ACTIVATED","WS/ASK/2170329","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170457","CONNECTION_ACTIVATED","WS/ASK/2170328","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170398","CONNECTION_ACTIVATED","WS/ASK/2170327","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170410","CONNECTION_ACTIVATED","WS/ASK/2170326","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170408","CONNECTION_ACTIVATED","WS/ASK/2170325","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170409","CONNECTION_ACTIVATED","WS/ASK/2170324","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170445","CONNECTION_ACTIVATED","WS/ASK/2170323","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170392","CONNECTION_ACTIVATED","WS/ASK/2170322","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170393","CONNECTION_ACTIVATED","WS/ASK/2170321","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170391","CONNECTION_ACTIVATED","WS/ASK/2170320","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170394","CONNECTION_ACTIVATED","WS/ASK/2170319","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170447","CONNECTION_ACTIVATED","WS/ASK/2170318","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170389","CONNECTION_ACTIVATED","WS/ASK/2170317","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170449","CONNECTION_ACTIVATED","WS/ASK/2170316","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170450","CONNECTION_ACTIVATED","WS/ASK/2170315","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170452","CONNECTION_ACTIVATED","WS/ASK/2170314","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170454","CONNECTION_ACTIVATED","WS/ASK/2170313","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170456","CONNECTION_ACTIVATED","WS/ASK/2170312","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170386","CONNECTION_ACTIVATED","WS/ASK/2170311","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170383","CONNECTION_ACTIVATED","WS/ASK/2170310","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170382","CONNECTION_ACTIVATED","WS/ASK/2170309","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170381","CONNECTION_ACTIVATED","WS/ASK/2170308","2021-12-16","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170729","CONNECTION_ACTIVATED","WS/ASK/2170307","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170781","CONNECTION_ACTIVATED","WS/ASK/2170306","2021-12-21","2022-01-01","New Connection"
"Athagarh","WS_AP/ATH/2021-22/2171465","CONNECTION_ACTIVATED","WS/ATH/2170300","2022-01-01","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170997","REJECTED",NULL,"2021-12-24","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171405","REJECTED",NULL,"2021-12-30","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171408","REJECTED",NULL,"2021-12-30","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171285","CONNECTION_ACTIVATED","WS/ASK/2170299","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171282","CONNECTION_ACTIVATED","WS/ASK/2170298","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171276","CONNECTION_ACTIVATED","WS/ASK/2170297","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171277","CONNECTION_ACTIVATED","WS/ASK/2170296","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170893","CONNECTION_ACTIVATED","WS/ASK/2170295","2021-12-21","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170892","CONNECTION_ACTIVATED","WS/ASK/2170294","2021-12-21","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170891","CONNECTION_ACTIVATED","WS/ASK/2170293","2021-12-21","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170890","CONNECTION_ACTIVATED","WS/ASK/2170292","2021-12-21","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171289","CONNECTION_ACTIVATED","WS/ASK/2170291","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171290","CONNECTION_ACTIVATED","WS/ASK/2170290","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171291","CONNECTION_ACTIVATED","WS/ASK/2170289","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171299","CONNECTION_ACTIVATED","WS/ASK/2170288","2021-12-29","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170269","CONNECTION_ACTIVATED","WS/ASK/2170287","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170883","CONNECTION_ACTIVATED","WS/ASK/2170286","2021-12-21","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170881","CONNECTION_ACTIVATED","WS/ASK/2170285","2021-12-21","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170823","CONNECTION_ACTIVATED","WS/ASK/2170284","2021-12-21","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170821","CONNECTION_ACTIVATED","WS/ASK/2170283","2021-12-21","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170820","CONNECTION_ACTIVATED","WS/ASK/2170282","2021-12-21","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170799","CONNECTION_ACTIVATED","WS/ASK/2170281","2021-12-21","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171293","CONNECTION_ACTIVATED","WS/ASK/2170280","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170773","CONNECTION_ACTIVATED","WS/ASK/2170279","2021-12-21","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170724","CONNECTION_ACTIVATED","WS/ASK/2170278","2021-12-20","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170340","CONNECTION_ACTIVATED","WS/ASK/2170277","2021-12-16","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170292","CONNECTION_ACTIVATED","WS/ASK/2170276","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170290","CONNECTION_ACTIVATED","WS/ASK/2170275","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170289","CONNECTION_ACTIVATED","WS/ASK/2170274","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170288","CONNECTION_ACTIVATED","WS/ASK/2170273","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170287","CONNECTION_ACTIVATED","WS/ASK/2170272","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170248","CONNECTION_ACTIVATED","WS/ASK/2170271","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170286","CONNECTION_ACTIVATED","WS/ASK/2170270","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170268","CONNECTION_ACTIVATED","WS/ASK/2170269","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170270","CONNECTION_ACTIVATED","WS/ASK/2170268","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170271","CONNECTION_ACTIVATED","WS/ASK/2170267","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170272","CONNECTION_ACTIVATED","WS/ASK/2170266","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170273","CONNECTION_ACTIVATED","WS/ASK/2170265","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170274","CONNECTION_ACTIVATED","WS/ASK/2170264","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170278","CONNECTION_ACTIVATED","WS/ASK/2170263","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170279","CONNECTION_ACTIVATED","WS/ASK/2170262","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170280","CONNECTION_ACTIVATED","WS/ASK/2170261","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170282","CONNECTION_ACTIVATED","WS/ASK/2170260","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170283","CONNECTION_ACTIVATED","WS/ASK/2170259","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170284","CONNECTION_ACTIVATED","WS/ASK/2170258","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170285","CONNECTION_ACTIVATED","WS/ASK/2170257","2021-12-15","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171321","CONNECTION_ACTIVATED","WS/ASK/2170256","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171322","CONNECTION_ACTIVATED","WS/ASK/2170255","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171325","CONNECTION_ACTIVATED","WS/ASK/2170254","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171332","CONNECTION_ACTIVATED","WS/ASK/2170253","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171341","CONNECTION_ACTIVATED","WS/ASK/2170252","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171343","CONNECTION_ACTIVATED","WS/ASK/2170251","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171344","CONNECTION_ACTIVATED","WS/ASK/2170250","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171346","CONNECTION_ACTIVATED","WS/ASK/2170249","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171358","CONNECTION_ACTIVATED","WS/ASK/2170248","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170691","CONNECTION_ACTIVATED","WS/ASK/2170429","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170690","CONNECTION_ACTIVATED","WS/ASK/2170428","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170689","CONNECTION_ACTIVATED","WS/ASK/2170427","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170688","CONNECTION_ACTIVATED","WS/ASK/2170426","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170687","CONNECTION_ACTIVATED","WS/ASK/2170425","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170685","CONNECTION_ACTIVATED","WS/ASK/2170424","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170684","CONNECTION_ACTIVATED","WS/ASK/2170423","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170683","CONNECTION_ACTIVATED","WS/ASK/2170422","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170682","CONNECTION_ACTIVATED","WS/ASK/2170421","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170680","CONNECTION_ACTIVATED","WS/ASK/2170420","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170679","CONNECTION_ACTIVATED","WS/ASK/2170419","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170677","CONNECTION_ACTIVATED","WS/ASK/2170418","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170674","CONNECTION_ACTIVATED","WS/ASK/2170417","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170672","CONNECTION_ACTIVATED","WS/ASK/2170416","2021-12-20","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170534","CONNECTION_ACTIVATED","WS/ASK/2170415","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170531","CONNECTION_ACTIVATED","WS/ASK/2170414","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170529","CONNECTION_ACTIVATED","WS/ASK/2170413","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170528","CONNECTION_ACTIVATED","WS/ASK/2170412","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170527","CONNECTION_ACTIVATED","WS/ASK/2170411","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170525","CONNECTION_ACTIVATED","WS/ASK/2170410","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170524","CONNECTION_ACTIVATED","WS/ASK/2170409","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170522","CONNECTION_ACTIVATED","WS/ASK/2170408","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170521","CONNECTION_ACTIVATED","WS/ASK/2170407","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170520","CONNECTION_ACTIVATED","WS/ASK/2170406","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170518","CONNECTION_ACTIVATED","WS/ASK/2170405","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2170517","CONNECTION_ACTIVATED","WS/ASK/2170404","2021-12-18","2022-01-01","New Connection"
"Aska","WS_AP/ASK/2021-22/2171362","CONNECTION_ACTIVATED","WS/ASK/2170247","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171364","CONNECTION_ACTIVATED","WS/ASK/2170246","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171365","CONNECTION_ACTIVATED","WS/ASK/2170245","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171367","CONNECTION_ACTIVATED","WS/ASK/2170244","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171370","CONNECTION_ACTIVATED","WS/ASK/2170243","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171315","CONNECTION_ACTIVATED","WS/ASK/2170242","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171306","CONNECTION_ACTIVATED","WS/ASK/2170241","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171304","CONNECTION_ACTIVATED","WS/ASK/2170240","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171302","CONNECTION_ACTIVATED","WS/ASK/2170239","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2171301","CONNECTION_ACTIVATED","WS/ASK/2170238","2021-12-29","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170739","CONNECTION_ACTIVATED","WS/ASK/2170237","2021-12-20","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170740","CONNECTION_ACTIVATED","WS/ASK/2170236","2021-12-20","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170741","CONNECTION_ACTIVATED","WS/ASK/2170235","2021-12-20","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170733","CONNECTION_ACTIVATED","WS/ASK/2170234","2021-12-20","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170737","CONNECTION_ACTIVATED","WS/ASK/2170233","2021-12-20","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170738","CONNECTION_ACTIVATED","WS/ASK/2170232","2021-12-20","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170742","CONNECTION_ACTIVATED","WS/ASK/2170231","2021-12-20","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170745","CONNECTION_ACTIVATED","WS/ASK/2170230","2021-12-20","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170791","CONNECTION_ACTIVATED","WS/ASK/2170229","2021-12-21","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170746","CONNECTION_ACTIVATED","WS/ASK/2170228","2021-12-20","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170747","CONNECTION_ACTIVATED","WS/ASK/2170227","2021-12-20","2021-12-31","New Connection"
"Aska","WS_AP/ASK/2021-22/2170750","CONNECTION_ACTIVATED","WS/ASK/2170226","2021-12-20","2021-12-31","New Connection"
